-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/1990 through 11/01/2021 
Location: Latitude  21.0155   Longitude 105.8504 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 87.73 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M_RANGE     MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M,WS10M_RANGE,WS10M
1993,10,17,28.79,20.48,4.03,85.12,3.45,3.17
1993,10,18,25.42,17.97,2.04,76.25,3.92,4.2
1993,10,19,26.78,16.91,0.65,72.5,3.88,3.0
1993,10,20,27.07,17.69,0.01,72.75,3.22,2.09
1993,10,21,28.48,18.04,0.0,69.81,1.95,1.79
1993,10,22,28.34,18.81,0.0,72.0,2.77,1.93
1993,10,23,28.62,18.6,0.0,75.0,3.27,2.19
1993,10,24,28.52,18.34,0.0,78.75,3.15,2.25
1993,10,25,29.69,19.6,0.0,82.62,2.53,2.31
1993,10,26,31.04,20.46,0.05,83.12,3.1,3.11
1993,10,27,30.66,21.69,1.34,85.06,3.65,3.19
1993,10,28,29.94,21.63,6.51,87.44,3.07,2.85
1993,10,29,22.84,17.31,17.58,84.88,4.16,4.96
1993,10,30,22.06,14.73,0.08,69.0,3.83,4.54
1993,10,31,24.23,13.46,0.0,61.75,4.36,3.09
1993,11,1,24.98,12.15,0.0,61.06,3.23,2.12
1993,11,2,26.51,12.48,0.0,66.0,3.2,3.3
1993,11,3,25.98,12.08,0.0,63.94,3.6,3.06
1993,11,4,27.76,13.16,0.0,64.19,2.3,2.91
1993,11,5,29.48,16.47,0.0,70.06,2.23,1.89
1993,11,6,29.19,18.84,0.0,79.81,2.4,1.56
1993,11,7,29.42,18.65,0.0,81.06,2.09,1.63
1993,11,8,29.83,18.76,0.02,80.19,2.35,1.55
1993,11,9,29.92,19.27,0.0,82.44,3.06,1.86
1993,11,10,29.94,20.23,0.0,82.19,2.59,2.4
1993,11,11,30.03,20.48,0.7,81.56,1.58,1.83
1993,11,12,26.98,18.05,1.13,74.0,5.1,2.67
1993,11,13,27.69,16.41,0.0,73.69,2.1,1.27
1993,11,14,29.08,18.82,0.14,79.94,3.12,1.84
1993,11,15,28.55,19.06,0.94,84.38,2.7,3.23
1993,11,16,29.19,20.55,7.76,84.69,2.66,1.89
1993,11,17,28.2,19.99,1.2,85.06,3.8,2.32
1993,11,18,27.97,19.45,3.3,86.38,3.05,2.98
1993,11,19,29.08,19.46,0.27,83.62,1.2,1.62
1993,11,20,29.16,18.15,0.08,81.06,9.11,2.12
1993,11,21,20.67,11.65,0.22,59.56,6.69,5.5
1993,11,22,20.39,9.44,0.0,62.69,2.45,2.49
1993,11,23,23.21,10.66,0.0,64.0,4.97,4.27
1993,11,24,18.85,8.86,0.01,56.0,5.45,3.55
1993,11,25,20.97,11.84,1.7,73.19,1.51,1.98
1993,11,26,17.33,13.51,5.79,84.81,3.93,2.26
1993,11,27,21.44,13.01,1.57,75.25,3.84,2.12
1993,11,28,22.31,14.36,0.0,77.94,3.27,2.41
1993,11,29,25.23,14.34,0.0,82.5,1.52,1.82
1993,11,30,27.49,16.52,0.0,84.44,2.08,1.7
1993,12,1,28.19,17.94,0.0,82.44,3.47,2.13
1993,12,2,28.71,17.76,0.0,83.62,2.86,2.95
1993,12,3,28.47,17.34,0.56,79.44,3.31,2.95
1993,12,4,21.56,13.3,0.02,65.75,3.38,3.85
1993,12,5,20.51,11.73,0.04,66.5,3.27,4.09
1993,12,6,21.44,10.08,0.0,61.0,4.45,2.87
1993,12,7,22.4,9.37,0.0,60.69,4.34,2.41
1993,12,8,23.14,8.44,0.0,69.12,1.66,2.02
1993,12,9,24.08,13.05,1.64,81.06,3.07,1.93
1993,12,10,22.84,14.01,3.52,73.12,5.11,2.81
1993,12,11,23.46,13.55,0.01,78.12,2.44,2.03
1993,12,12,26.9,17.68,0.16,85.31,2.39,2.62
1993,12,13,28.96,16.33,0.03,81.06,5.5,2.46
1993,12,14,17.3,11.62,0.13,69.25,3.57,4.52
1993,12,15,15.88,9.48,0.12,65.38,2.47,4.62
1993,12,16,15.3,8.37,0.03,61.0,2.7,5.43
1993,12,17,17.69,6.39,0.0,54.38,4.27,4.68
1993,12,18,18.21,5.24,0.0,56.38,4.49,3.16
1993,12,19,20.07,5.69,0.0,64.25,2.58,2.48
1993,12,20,22.89,8.76,0.0,68.12,4.73,2.4
1993,12,21,19.8,8.56,0.0,57.06,4.05,4.52
1993,12,22,18.95,4.87,0.0,54.25,3.49,3.04
1993,12,23,19.8,6.38,0.0,54.19,2.46,2.05
1993,12,24,21.37,6.12,0.0,57.19,4.32,3.12
1993,12,25,21.51,6.03,0.0,56.88,3.56,2.44
1993,12,26,22.24,6.01,0.0,49.44,2.71,2.04
1993,12,27,23.54,5.94,0.0,54.75,2.16,2.87
1993,12,28,23.12,7.31,0.0,56.25,1.23,1.96
1993,12,29,23.69,9.34,0.0,65.5,2.44,1.84
1993,12,30,25.01,9.71,0.0,70.44,2.62,2.14
1993,12,31,22.8,9.59,0.0,63.69,4.48,2.94
1994,1,1,22.6,8.47,0.0,70.5,2.34,2.0
1994,1,2,25.69,11.38,0.0,81.12,2.77,2.42
1994,1,3,27.0,13.98,0.0,81.69,3.23,1.54
1994,1,4,28.62,15.49,0.0,80.69,3.12,3.39
1994,1,5,28.79,16.72,0.0,81.69,3.72,3.19
1994,1,6,27.14,16.29,0.02,81.94,3.76,3.48
1994,1,7,27.26,15.58,0.0,78.81,2.56,2.6
1994,1,8,27.59,15.9,0.0,79.25,4.15,2.3
1994,1,9,27.71,14.94,0.0,79.56,3.26,3.06
1994,1,10,28.7,16.53,0.02,79.31,4.5,2.17
1994,1,11,29.33,17.55,0.0,78.88,5.11,4.12
1994,1,12,30.1,16.46,0.04,76.69,4.19,2.37
1994,1,13,23.05,13.23,0.08,63.62,6.13,3.99
1994,1,14,22.23,9.85,0.43,66.69,2.11,2.41
1994,1,15,24.6,12.21,4.66,83.31,3.23,2.66
1994,1,16,30.72,15.44,0.6,79.5,5.26,2.4
1994,1,17,30.14,17.15,0.8,79.88,3.31,3.91
1994,1,18,20.87,12.83,1.5,73.25,6.7,4.16
1994,1,19,19.69,10.3,1.47,69.19,1.7,2.75
1994,1,20,16.69,8.87,1.1,65.88,3.62,4.26
1994,1,21,17.39,7.11,0.01,53.44,3.4,3.41
1994,1,22,17.57,5.49,0.19,54.31,4.95,2.91
1994,1,23,19.04,5.15,0.0,55.38,3.99,2.58
1994,1,24,21.69,7.73,0.0,59.25,2.13,1.73
1994,1,25,22.35,7.37,0.0,61.44,2.38,2.13
1994,1,26,23.8,10.02,0.0,72.0,2.47,2.05
1994,1,27,24.44,13.3,0.0,70.5,3.19,2.16
1994,1,28,25.72,12.72,0.09,76.19,5.52,3.09
1994,1,29,23.35,14.22,1.17,80.75,3.28,3.8
1994,1,30,25.53,13.98,0.43,79.19,3.32,3.69
1994,1,31,27.9,16.08,0.23,79.31,5.12,4.47
1994,2,1,27.55,15.74,0.01,77.88,2.7,3.07
1994,2,2,23.99,14.21,0.01,69.44,3.23,2.88
1994,2,3,24.27,14.59,0.02,78.38,3.78,2.53
1994,2,4,25.25,16.58,0.16,85.75,3.84,3.37
1994,2,5,31.54,17.3,0.1,77.31,4.89,3.81
1994,2,6,32.34,17.68,0.69,77.88,5.07,2.55
1994,2,7,32.05,18.98,0.0,77.44,4.4,3.53
1994,2,8,31.31,19.92,0.22,75.12,4.1,3.03
1994,2,9,27.2,18.09,2.03,75.06,2.54,4.12
1994,2,10,28.62,19.66,6.63,85.62,5.28,4.96
1994,2,11,34.26,19.3,2.2,73.56,2.95,2.45
1994,2,12,29.1,18.97,1.01,77.25,5.5,4.08
1994,2,13,28.97,18.37,5.74,83.38,6.56,4.34
1994,2,14,31.27,20.78,3.98,82.31,3.94,3.67
1994,2,15,26.27,18.87,6.0,84.75,3.57,4.55
1994,2,16,24.6,15.72,4.11,81.31,2.01,3.62
1994,2,17,22.79,16.65,1.89,82.0,2.38,3.34
1994,2,18,29.08,15.54,0.81,81.06,3.8,2.64
1994,2,19,31.33,16.99,0.57,74.44,4.7,2.55
1994,2,20,25.87,13.9,0.1,64.5,4.11,3.25
1994,2,21,26.91,13.56,0.0,65.56,4.47,3.04
1994,2,22,33.21,13.72,0.0,73.31,5.32,2.19
1994,2,23,36.73,17.33,0.0,60.94,3.13,2.56
1994,2,24,29.28,16.16,0.0,56.25,6.36,4.49
1994,2,25,23.56,11.04,0.02,55.44,3.39,4.09
1994,2,26,18.48,11.63,0.34,68.31,3.16,4.02
1994,2,27,17.05,9.78,0.3,65.06,2.72,4.49
1994,2,28,18.82,9.82,0.11,65.69,3.73,3.34
1994,3,1,19.66,10.58,0.09,64.81,5.24,3.38
1994,3,2,19.04,9.82,0.67,70.25,3.12,2.34
1994,3,3,23.57,10.55,0.04,61.31,3.1,2.51
1994,3,4,27.83,12.31,0.09,69.81,4.05,3.61
1994,3,5,30.11,15.51,0.91,77.31,7.33,4.64
1994,3,6,32.03,17.49,3.58,76.06,4.9,3.76
1994,3,7,36.4,17.87,0.36,67.19,4.5,1.98
1994,3,8,36.37,17.78,0.04,66.69,4.73,2.11
1994,3,9,37.22,18.6,0.2,67.06,5.05,2.37
1994,3,10,27.74,15.55,0.34,59.19,5.41,4.67
1994,3,11,31.11,16.54,1.74,74.94,6.39,3.7
1994,3,12,36.87,19.62,1.49,70.0,5.61,3.02
1994,3,13,32.92,16.45,0.34,66.62,6.46,4.96
1994,3,14,21.96,11.59,2.32,59.56,3.59,4.98
1994,3,15,24.18,12.66,0.11,67.69,3.8,3.47
1994,3,16,28.19,14.77,0.65,75.44,3.33,2.47
1994,3,17,25.58,13.74,1.29,66.62,4.16,3.66
1994,3,18,23.49,14.73,2.59,76.88,3.49,2.37
1994,3,19,27.69,15.52,0.44,72.75,2.36,2.46
1994,3,20,27.51,17.07,0.41,68.12,6.4,3.8
1994,3,21,28.92,16.09,2.22,74.25,3.87,3.46
1994,3,22,25.16,17.56,2.19,70.88,5.27,3.95
1994,3,23,23.65,15.14,0.22,61.62,5.73,3.12
1994,3,24,26.43,13.91,0.05,60.5,2.77,2.94
1994,3,25,26.17,14.26,0.61,71.88,5.02,2.57
1994,3,26,25.1,16.23,5.92,76.81,4.94,2.93
1994,3,27,23.33,16.16,35.96,85.25,4.04,2.85
1994,3,28,25.76,17.33,10.13,86.56,2.91,1.52
1994,3,29,29.87,17.83,0.4,80.69,3.71,3.08
1994,3,30,28.27,19.28,9.03,84.94,5.3,3.98
1994,3,31,31.76,19.5,10.26,81.75,3.88,3.89
1994,4,1,28.64,20.05,3.69,83.69,5.52,4.7
1994,4,2,31.35,20.07,1.21,80.88,5.34,4.68
1994,4,3,33.62,21.06,0.31,77.19,4.21,4.68
1994,4,4,34.77,21.72,0.17,74.19,2.64,4.27
1994,4,5,36.91,21.61,0.01,71.06,4.01,3.78
1994,4,6,36.58,21.84,0.0,70.31,4.53,3.86
1994,4,7,36.22,21.58,0.35,71.62,4.37,3.98
1994,4,8,37.3,22.19,1.09,70.38,4.71,3.91
1994,4,9,37.2,22.5,0.72,70.38,4.37,4.38
1994,4,10,37.72,23.0,0.81,69.25,4.42,4.74
1994,4,11,39.86,23.14,0.28,65.62,6.07,3.2
1994,4,12,32.2,23.58,0.84,67.75,6.47,4.17
1994,4,13,29.94,19.96,0.78,59.38,2.5,3.43
1994,4,14,30.32,19.73,0.17,70.25,4.02,2.92
1994,4,15,30.92,20.21,0.12,71.44,2.67,3.98
1994,4,16,34.51,20.07,0.09,70.44,5.65,5.04
1994,4,17,35.91,22.05,0.69,69.38,4.23,5.25
1994,4,18,36.29,23.24,1.19,69.06,3.5,4.91
1994,4,19,39.94,23.3,2.96,65.0,3.15,3.81
1994,4,20,40.54,23.55,0.01,58.75,4.32,3.07
1994,4,21,40.12,23.76,0.23,57.38,6.15,2.58
1994,4,22,38.41,24.31,0.33,62.81,4.77,3.72
1994,4,23,39.41,25.27,0.17,63.94,5.52,4.45
1994,4,24,38.87,24.4,1.67,65.19,4.98,4.33
1994,4,25,40.9,25.12,0.05,60.06,3.58,3.28
1994,4,26,42.29,25.91,0.03,54.88,5.94,2.71
1994,4,27,36.73,26.14,0.43,67.12,3.43,3.14
1994,4,28,35.89,25.3,0.0,65.88,3.37,3.75
1994,4,29,37.48,24.29,0.0,64.69,5.34,3.02
1994,4,30,40.27,24.48,0.0,60.81,5.3,3.66
1994,5,1,43.36,26.87,0.0,52.94,4.74,4.77
1994,5,2,45.4,28.48,0.0,39.62,4.2,4.27
1994,5,3,45.47,29.95,3.08,38.94,6.75,3.89
1994,5,4,34.76,23.82,2.39,55.31,6.92,6.4
1994,5,5,30.39,20.23,0.89,47.56,3.61,3.76
1994,5,6,33.37,19.5,0.0,49.06,1.73,2.73
1994,5,7,34.87,20.62,0.0,54.69,4.78,1.95
1994,5,8,37.26,22.49,0.01,58.38,5.88,3.41
1994,5,9,37.08,24.43,0.09,60.75,4.01,5.42
1994,5,10,33.6,25.51,6.02,73.56,2.08,3.33
1994,5,11,32.92,25.33,14.99,80.88,3.43,3.8
1994,5,12,35.61,25.38,0.61,74.44,5.77,4.56
1994,5,13,34.51,25.7,0.52,75.06,2.97,3.55
1994,5,14,35.52,25.98,0.0,70.81,3.21,2.27
1994,5,15,37.06,26.02,0.18,66.38,3.89,2.16
1994,5,16,36.8,26.4,4.61,69.12,1.77,2.14
1994,5,17,33.29,25.2,15.62,75.81,2.88,1.79
1994,5,18,29.54,23.19,26.18,86.0,2.39,2.92
1994,5,19,29.13,23.37,68.71,89.0,5.35,3.6
1994,5,20,28.3,23.8,34.78,92.06,2.78,2.55
1994,5,21,30.44,24.73,7.61,88.56,2.67,3.15
1994,5,22,30.55,24.61,2.44,88.69,2.59,3.48
1994,5,23,32.0,25.63,0.58,87.31,2.05,3.26
1994,5,24,33.05,25.73,1.91,85.06,2.29,1.59
1994,5,25,31.98,25.76,0.08,86.0,1.07,1.97
1994,5,26,31.58,26.24,9.5,88.75,1.26,2.28
1994,5,27,26.58,22.16,50.16,89.62,6.48,4.14
1994,5,28,31.26,21.55,0.07,75.94,1.78,1.84
1994,5,29,32.69,23.93,0.13,78.94,2.46,1.45
1994,5,30,29.94,25.37,4.65,90.19,3.4,2.68
1994,5,31,31.55,25.13,21.19,87.94,1.23,1.66
1994,6,1,32.32,24.96,7.19,80.19,2.78,2.38
1994,6,2,29.24,24.21,11.33,86.06,5.18,2.64
1994,6,3,30.54,24.79,20.52,88.5,4.02,3.29
1994,6,4,29.78,24.73,20.05,90.94,1.16,2.02
1994,6,5,30.49,25.68,17.44,92.44,2.32,2.73
1994,6,6,30.86,25.29,15.03,89.62,1.66,2.28
1994,6,7,32.81,25.18,1.41,83.88,1.52,1.91
1994,6,8,32.4,25.71,23.8,81.56,1.73,1.27
1994,6,9,28.45,24.38,70.03,88.31,4.48,2.36
1994,6,10,32.0,24.71,0.95,86.38,2.86,2.67
1994,6,11,34.23,25.29,0.41,82.19,2.65,3.27
1994,6,12,33.29,26.25,0.01,81.75,1.45,2.66
1994,6,13,33.94,25.87,0.03,81.81,1.09,3.04
1994,6,14,30.94,26.85,0.05,83.5,1.66,3.04
1994,6,15,32.69,25.78,0.46,83.19,0.95,2.82
1994,6,16,31.6,26.28,1.51,84.62,1.3,2.48
1994,6,17,31.71,25.89,6.19,82.81,2.45,2.05
1994,6,18,31.59,25.09,7.45,78.81,2.59,1.97
1994,6,19,31.81,23.3,0.33,79.81,1.41,2.27
1994,6,20,31.79,23.48,0.02,79.75,2.63,2.04
1994,6,21,31.94,24.18,6.2,81.69,2.62,1.88
1994,6,22,30.51,25.09,18.4,87.88,2.88,2.19
1994,6,23,30.19,24.7,26.72,89.88,2.66,2.61
1994,6,24,30.37,24.94,6.99,89.88,2.86,2.9
1994,6,25,31.7,24.93,0.63,86.69,1.3,1.74
1994,6,26,30.94,25.88,7.32,87.94,3.16,2.25
1994,6,27,29.32,25.21,27.35,91.62,1.62,3.08
1994,6,28,30.17,24.53,7.13,90.31,2.81,2.82
1994,6,29,30.91,23.99,17.15,87.19,4.23,2.83
1994,6,30,30.57,24.58,18.83,89.81,2.16,2.55
1994,7,1,30.35,24.37,0.13,88.06,1.56,2.36
1994,7,2,31.23,24.67,0.02,87.0,1.18,1.68
1994,7,3,33.7,25.22,1.63,81.88,2.16,1.52
1994,7,4,30.84,26.1,6.45,84.81,1.98,1.31
1994,7,5,30.48,25.37,11.03,83.06,1.95,1.3
1994,7,6,30.39,25.29,7.29,88.56,2.19,1.45
1994,7,7,31.46,25.65,4.68,87.38,2.11,1.8
1994,7,8,29.58,25.39,5.6,90.94,1.21,2.49
1994,7,9,30.23,24.96,8.73,90.69,2.24,2.75
1994,7,10,31.96,25.12,0.31,84.44,1.38,1.91
1994,7,11,33.61,24.7,0.03,79.94,2.15,1.41
1994,7,12,33.69,25.47,1.61,79.5,1.52,2.09
1994,7,13,31.61,26.3,25.21,82.0,1.99,1.66
1994,7,14,29.91,25.61,57.97,86.0,1.66,1.09
1994,7,15,29.7,25.55,37.19,90.44,2.1,1.88
1994,7,16,28.74,25.56,25.22,92.56,1.32,3.41
1994,7,17,28.49,25.26,18.53,93.31,1.09,3.34
1994,7,18,31.07,24.77,18.87,87.31,4.99,2.42
1994,7,19,30.19,24.37,14.23,86.81,2.66,1.54
1994,7,20,30.64,24.19,7.77,82.75,5.38,3.32
1994,7,21,32.7,24.55,1.26,81.5,1.81,1.76
1994,7,22,31.87,25.94,0.76,84.94,1.55,1.73
1994,7,23,32.91,25.44,2.33,82.5,1.51,2.05
1994,7,24,31.73,25.74,5.08,85.5,1.6,2.55
1994,7,25,31.81,24.94,6.14,87.12,1.69,2.12
1994,7,26,31.59,25.05,11.28,84.31,2.13,1.48
1994,7,27,31.62,24.92,6.56,85.38,1.79,1.39
1994,7,28,30.19,25.71,6.06,85.62,3.02,1.7
1994,7,29,31.82,25.56,11.64,85.88,3.77,3.21
1994,7,30,28.48,24.83,30.67,93.19,3.21,5.07
1994,7,31,30.19,25.06,10.9,90.69,6.49,5.64
1994,8,1,29.44,25.02,10.37,91.81,2.09,2.37
1994,8,2,30.3,25.1,4.45,87.56,1.22,1.24
1994,8,3,29.76,25.47,9.73,87.44,1.32,1.2
1994,8,4,32.32,24.99,0.04,82.19,2.41,1.68
1994,8,5,33.98,23.87,1.16,82.5,3.05,1.75
1994,8,6,31.69,25.9,1.51,86.62,1.94,1.37
1994,8,7,31.0,25.83,2.5,85.5,2.06,1.76
1994,8,8,30.26,24.99,2.87,88.69,1.86,2.63
1994,8,9,31.39,24.76,0.19,85.56,1.42,2.77
1994,8,10,31.73,24.74,0.06,83.81,2.33,3.22
1994,8,11,33.66,24.57,0.04,80.38,1.84,2.4
1994,8,12,33.16,25.63,0.96,81.25,2.66,2.01
1994,8,13,33.65,26.44,4.02,79.88,1.77,1.5
1994,8,14,30.57,25.68,13.57,84.94,1.76,1.21
1994,8,15,30.36,24.73,37.77,89.12,2.01,2.12
1994,8,16,29.19,24.3,17.18,90.75,1.59,1.96
1994,8,17,28.81,24.49,44.22,91.5,1.57,2.07
1994,8,18,28.39,24.89,21.27,93.56,2.81,1.74
1994,8,19,28.78,24.88,15.89,92.38,2.97,3.6
1994,8,20,30.24,24.42,3.0,89.31,0.85,1.96
1994,8,21,30.19,24.21,1.95,85.38,2.12,1.28
1994,8,22,31.86,24.39,4.57,83.81,1.02,1.6
1994,8,23,31.32,24.75,2.67,84.81,1.44,1.7
1994,8,24,30.61,24.16,9.62,85.75,3.94,2.07
1994,8,25,30.4,23.9,0.53,87.19,1.56,1.56
1994,8,26,32.29,23.47,0.68,81.44,1.97,1.36
1994,8,27,32.65,24.11,0.42,79.81,1.08,1.53
1994,8,28,30.98,24.78,87.01,86.0,6.12,4.95
1994,8,29,27.95,23.94,71.65,93.25,7.42,6.98
1994,8,30,27.69,24.28,88.76,94.19,1.6,2.36
1994,8,31,30.29,23.77,9.15,87.75,2.8,2.75
1994,9,1,29.8,22.89,3.37,88.75,1.19,1.99
1994,9,2,30.46,24.04,0.09,86.0,2.47,1.72
1994,9,3,31.66,22.8,0.0,82.25,1.37,1.66
1994,9,4,31.53,23.12,0.12,84.25,1.67,1.95
1994,9,5,31.76,24.8,1.02,84.06,1.56,1.69
1994,9,6,30.48,25.0,5.39,87.62,3.82,2.34
1994,9,7,27.97,24.85,87.89,92.06,4.41,6.12
1994,9,8,28.78,24.99,33.87,93.5,4.24,4.56
1994,9,9,31.07,25.09,0.5,89.38,1.38,1.88
1994,9,10,30.85,24.95,0.58,88.06,1.33,1.52
1994,9,11,30.37,25.19,1.72,88.69,2.5,1.3
1994,9,12,28.31,21.72,1.95,85.81,3.34,4.13
1994,9,13,25.18,21.07,4.16,90.12,3.93,5.54
1994,9,14,27.17,22.27,30.12,94.62,4.91,5.08
1994,9,15,28.55,24.13,48.77,93.25,2.99,3.2
1994,9,16,29.01,23.6,32.53,91.44,4.84,3.3
1994,9,17,29.88,23.12,8.71,90.62,3.86,2.59
1994,9,18,30.05,22.74,1.03,88.06,3.73,2.35
1994,9,19,31.4,23.57,0.65,89.25,2.02,2.89
1994,9,20,31.4,24.33,0.97,88.31,2.6,1.85
1994,9,21,31.95,25.34,26.07,87.81,2.26,1.51
1994,9,22,30.54,24.55,7.25,89.88,3.05,2.52
1994,9,23,28.68,22.15,2.87,87.44,2.47,2.24
1994,9,24,30.29,23.57,16.02,89.44,2.41,2.58
1994,9,25,29.38,23.83,18.78,91.88,2.66,3.0
1994,9,26,28.85,23.38,9.22,92.19,3.1,2.87
1994,9,27,28.34,22.19,7.7,89.12,3.56,3.26
1994,9,28,27.14,20.57,0.56,84.5,2.64,2.64
1994,9,29,28.16,19.45,0.0,79.44,2.83,2.66
1994,9,30,29.05,19.19,0.0,79.75,1.17,1.98
1994,10,1,29.49,21.05,0.24,84.88,2.57,1.92
1994,10,2,29.54,22.13,0.43,88.38,3.02,2.52
1994,10,3,29.36,21.73,0.87,89.31,2.46,3.03
1994,10,4,29.3,21.95,5.76,89.25,1.93,2.7
1994,10,5,28.65,22.19,3.72,90.56,2.25,2.88
1994,10,6,28.15,20.95,1.7,88.81,2.44,2.32
1994,10,7,29.3,20.43,0.55,86.44,2.94,2.02
1994,10,8,29.65,21.7,0.1,85.38,2.85,1.92
1994,10,9,29.89,21.6,2.32,88.75,1.78,2.34
1994,10,10,24.18,22.36,12.25,92.38,4.04,2.17
1994,10,11,28.9,21.8,2.75,90.75,3.5,2.52
1994,10,12,25.89,22.13,6.62,91.06,2.9,2.12
1994,10,13,29.73,21.49,0.64,88.69,2.48,2.3
1994,10,14,31.07,22.77,4.71,89.25,2.75,3.27
1994,10,15,30.3,24.08,23.84,91.0,2.3,3.42
1994,10,16,29.09,23.59,3.51,93.0,2.83,3.23
1994,10,17,28.45,22.74,6.64,92.56,2.02,2.32
1994,10,18,29.05,21.87,8.46,90.31,3.23,2.46
1994,10,19,28.58,16.87,20.79,89.38,7.2,4.65
1994,10,20,20.63,14.36,3.48,80.88,4.22,4.97
1994,10,21,21.18,12.04,0.0,74.38,4.52,3.59
1994,10,22,21.5,10.34,0.0,77.25,3.2,3.4
1994,10,23,21.61,10.26,0.0,76.75,3.13,3.13
1994,10,24,22.62,10.49,0.0,76.31,3.15,2.88
1994,10,25,23.42,10.96,0.0,74.06,3.76,2.38
1994,10,26,24.01,11.2,0.0,72.94,2.36,1.98
1994,10,27,25.08,11.9,0.0,73.94,1.39,1.68
1994,10,28,25.39,13.66,0.02,76.69,1.78,1.79
1994,10,29,25.27,14.15,0.0,79.06,2.21,2.31
1994,10,30,24.8,13.96,0.0,82.5,2.39,2.45
1994,10,31,24.26,14.53,0.0,77.06,2.48,2.26
1994,11,1,24.06,12.44,0.0,75.81,2.54,1.66
1994,11,2,24.85,13.23,0.0,75.94,2.99,1.92
1994,11,3,25.62,13.86,0.0,76.5,2.15,1.92
1994,11,4,25.18,14.07,0.0,81.06,2.39,1.73
1994,11,5,26.26,14.6,0.0,77.88,2.09,1.46
1994,11,6,26.71,15.33,0.0,78.38,1.98,1.95
1994,11,7,26.99,15.73,0.0,84.0,1.34,2.36
1994,11,8,25.99,17.39,0.0,85.06,2.55,2.15
1994,11,9,25.93,16.08,0.0,83.62,1.56,1.72
1994,11,10,26.18,15.57,0.0,79.62,2.26,1.67
1994,11,11,26.14,15.27,0.0,82.25,2.08,2.06
1994,11,12,26.09,15.73,0.0,86.44,2.12,1.68
1994,11,13,26.62,16.83,0.0,86.56,1.9,1.72
1994,11,14,26.59,18.05,0.11,86.12,2.12,1.74
1994,11,15,26.35,19.33,3.36,89.25,4.08,2.86
1994,11,16,25.27,18.32,1.17,89.81,4.35,3.12
1994,11,17,24.4,17.08,2.18,85.5,3.13,2.57
1994,11,18,24.9,15.33,1.01,82.62,2.91,1.98
1994,11,19,25.82,16.2,0.11,86.0,2.48,2.13
1994,11,20,26.63,17.84,2.43,90.62,3.22,2.31
1994,11,21,26.62,18.58,0.1,88.31,1.91,2.12
1994,11,22,24.0,17.21,0.03,86.62,2.42,2.68
1994,11,23,23.6,15.51,0.16,83.31,1.89,2.26
1994,11,24,24.22,16.3,0.0,85.38,2.32,1.77
1994,11,25,24.84,15.58,0.0,87.62,2.79,2.08
1994,11,26,25.76,16.43,0.02,88.69,2.51,2.54
1994,11,27,25.65,17.57,2.02,89.38,2.24,2.77
1994,11,28,27.3,18.68,7.36,90.19,1.68,2.54
1994,11,29,28.13,20.4,1.9,90.5,3.92,3.85
1994,11,30,27.56,20.05,3.92,91.44,4.58,3.96
1994,12,1,27.82,20.89,7.55,91.06,5.45,3.48
1994,12,2,26.39,16.23,30.52,90.12,5.04,3.98
1994,12,3,19.8,14.98,6.15,87.06,2.98,3.6
1994,12,4,19.85,13.5,2.27,84.25,3.55,2.86
1994,12,5,20.93,12.89,0.03,80.75,3.06,2.06
1994,12,6,22.8,13.91,0.4,87.31,1.76,1.8
1994,12,7,23.8,15.7,4.61,88.88,1.46,1.27
1994,12,8,26.22,15.76,0.71,88.25,2.46,1.73
1994,12,9,27.99,16.45,0.0,86.56,2.12,2.06
1994,12,10,28.24,16.67,0.0,81.31,1.85,2.03
1994,12,11,28.3,14.45,0.0,77.81,1.73,2.16
1994,12,12,26.42,14.69,0.08,82.19,4.16,2.96
1994,12,13,19.37,10.2,0.33,72.56,4.68,3.89
1994,12,14,21.28,11.92,0.04,82.69,0.98,1.61
1994,12,15,19.8,14.68,0.07,86.81,3.3,2.44
1994,12,16,21.8,13.26,0.19,89.31,2.46,2.73
1994,12,17,18.38,12.55,0.16,84.88,2.44,4.01
1994,12,18,17.69,10.87,0.02,80.62,3.33,2.56
1994,12,19,18.44,11.4,0.51,87.25,1.76,3.02
1994,12,20,16.52,10.19,0.5,85.25,2.69,3.53
1994,12,21,16.69,8.61,0.01,72.06,4.4,3.32
1994,12,22,19.5,7.71,0.0,77.56,2.55,1.7
1994,12,23,22.26,9.38,0.0,84.81,2.71,1.42
1994,12,24,23.47,11.35,0.0,85.12,1.16,1.34
1994,12,25,24.17,12.05,0.0,85.0,1.76,1.59
1994,12,26,24.41,13.51,0.0,87.06,2.28,1.81
1994,12,27,23.11,15.33,0.0,86.75,2.83,2.06
