-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/1990 through 11/01/2021 
Location: Latitude  16.0645   Longitude 108.2234 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 155.61 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_RANGE     MERRA-2 Wind Speed at 10 Meters Range (m/s) 
-END HEADER-
YEAR,MO,DY,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M,WS10M,WS10M_RANGE
1998,12,26,24.06,20.92,0.96,86.06,3.7,2.2
1998,12,27,24.57,20.55,3.46,86.69,3.56,1.86
1998,12,28,24.89,21.01,8.27,88.56,4.02,2.44
1998,12,29,24.16,21.51,1.03,88.0,4.98,2.45
1998,12,30,24.53,21.33,6.05,90.12,4.26,2.02
1998,12,31,24.98,22.01,16.78,90.94,4.47,2.32
1999,1,1,24.65,21.19,1.47,88.12,4.7,2.63
1999,1,2,23.84,20.16,5.28,85.88,4.76,2.64
1999,1,3,21.88,18.3,3.9,84.31,3.73,1.89
1999,1,4,22.55,17.8,0.01,82.69,3.27,1.59
1999,1,5,22.89,17.33,0.18,81.5,2.87,1.51
1999,1,6,23.01,18.4,0.57,78.69,3.34,2.02
1999,1,7,22.33,18.48,0.02,74.94,3.63,3.63
1999,1,8,21.69,17.59,0.03,78.69,2.53,2.51
1999,1,9,23.37,19.15,6.29,88.19,2.97,2.73
1999,1,10,23.92,21.2,35.86,92.44,4.57,3.2
1999,1,11,23.82,21.13,53.86,93.25,4.02,2.84
1999,1,12,21.46,18.09,10.72,91.25,5.62,3.76
1999,1,13,21.12,17.91,3.33,90.0,4.09,2.11
1999,1,14,23.01,19.31,7.92,92.12,4.55,2.14
1999,1,15,20.21,17.43,6.49,89.12,5.17,3.84
1999,1,16,21.05,17.41,1.31,87.5,4.3,2.5
1999,1,17,21.14,18.22,1.86,90.75,4.36,2.87
1999,1,18,23.37,19.62,0.42,91.06,3.73,2.59
1999,1,19,24.87,19.8,1.02,91.62,3.45,2.58
1999,1,20,24.31,21.09,20.11,92.5,4.43,3.57
1999,1,21,24.29,21.14,43.18,91.94,4.91,3.08
1999,1,22,25.44,21.1,6.71,91.88,3.24,2.88
1999,1,23,26.26,20.96,0.5,91.19,2.09,1.43
1999,1,24,26.18,21.03,0.46,90.88,2.45,1.67
1999,1,25,25.54,20.72,2.63,90.19,2.27,1.34
1999,1,26,26.05,20.67,2.24,89.19,2.45,1.68
1999,1,27,26.23,19.98,0.13,88.25,2.34,1.51
1999,1,28,25.71,21.08,0.6,87.75,2.01,2.53
1999,1,29,25.82,20.51,1.21,90.25,3.17,2.61
1999,1,30,26.11,20.83,0.48,87.69,3.5,2.16
1999,1,31,26.91,20.2,0.0,88.75,2.91,1.07
1999,2,1,28.73,20.98,0.0,87.12,2.41,1.15
1999,2,2,26.38,21.09,14.9,89.5,3.2,5.05
1999,2,3,21.69,18.48,19.7,84.25,5.29,3.77
1999,2,4,21.35,17.37,1.04,78.0,4.64,1.69
1999,2,5,21.74,17.81,2.75,85.44,4.45,2.09
1999,2,6,23.7,19.14,4.55,83.38,3.64,1.41
1999,2,7,23.87,19.58,3.02,87.19,4.04,2.59
1999,2,8,23.58,19.26,0.47,84.88,3.66,2.16
1999,2,9,23.51,18.66,0.19,84.81,3.0,1.8
1999,2,10,25.08,19.67,0.61,88.0,2.59,1.67
1999,2,11,24.83,20.3,3.25,88.75,3.38,3.07
1999,2,12,24.58,20.16,2.4,86.75,3.53,1.78
1999,2,13,24.28,20.43,8.17,88.38,4.04,2.81
1999,2,14,24.85,20.23,1.02,86.69,3.9,2.59
1999,2,15,24.86,20.14,0.12,84.56,3.25,2.15
1999,2,16,24.8,19.5,0.23,83.81,2.97,2.17
1999,2,17,25.72,19.33,0.0,82.44,2.56,2.95
1999,2,18,25.76,18.75,0.0,85.94,2.93,2.99
1999,2,19,25.08,19.6,0.64,83.62,3.27,1.63
1999,2,20,24.23,19.83,8.18,86.25,4.73,3.25
1999,2,21,23.96,19.88,7.81,85.19,4.42,2.49
1999,2,22,24.43,19.19,0.49,81.69,3.4,1.23
1999,2,23,26.47,19.35,0.03,82.69,2.76,1.24
1999,2,24,26.68,18.95,0.0,85.5,2.77,1.59
1999,2,25,28.3,19.95,0.04,87.69,3.18,1.29
1999,2,26,29.11,20.82,0.0,88.0,2.78,1.73
1999,2,27,26.49,19.9,0.15,88.38,2.8,1.51
1999,2,28,25.51,20.86,9.78,89.12,4.07,2.79
1999,3,1,25.05,20.93,10.77,89.12,4.21,2.92
1999,3,2,26.35,20.49,0.09,86.94,3.03,1.41
1999,3,3,26.26,20.53,0.0,81.81,2.41,1.9
1999,3,4,25.97,20.29,0.0,80.44,1.79,1.93
1999,3,5,27.05,19.86,0.0,84.0,2.3,1.7
1999,3,6,29.53,21.05,0.0,85.62,2.68,1.53
1999,3,7,30.65,22.23,0.0,85.25,1.95,1.94
1999,3,8,29.2,22.52,0.03,86.25,2.98,2.02
1999,3,9,30.55,22.11,0.0,86.06,3.19,2.0
1999,3,10,31.32,23.05,0.0,83.81,1.59,2.02
1999,3,11,25.73,20.98,0.86,89.94,3.71,3.47
1999,3,12,26.88,20.93,0.16,87.0,1.66,1.36
1999,3,13,30.01,22.59,0.04,85.19,1.75,2.2
1999,3,14,29.99,22.96,0.01,86.19,1.25,1.86
1999,3,15,26.38,20.25,0.53,89.19,3.05,4.2
1999,3,16,27.98,19.61,0.04,84.31,2.96,4.51
1999,3,17,31.37,21.8,0.03,82.31,3.07,1.09
1999,3,18,30.35,22.07,0.0,84.44,2.92,1.08
1999,3,19,32.24,23.06,0.0,83.31,2.66,2.45
1999,3,20,32.63,23.55,0.01,83.88,2.55,2.41
1999,3,21,31.08,24.11,0.46,85.81,2.12,1.38
1999,3,22,28.33,22.62,4.45,89.81,3.22,2.62
1999,3,23,27.8,22.12,0.28,88.5,2.62,1.43
1999,3,24,28.52,20.21,0.02,85.0,3.25,2.91
1999,3,25,30.56,21.2,1.34,84.5,2.9,1.61
1999,3,26,31.3,23.58,0.05,83.62,2.38,2.2
1999,3,27,27.79,24.05,0.44,90.81,2.2,1.2
1999,3,28,28.93,23.12,1.22,88.0,3.33,2.71
1999,3,29,28.23,22.4,29.88,88.44,2.59,1.61
1999,3,30,26.19,22.01,45.63,91.12,3.46,3.14
1999,3,31,26.65,21.75,3.53,87.62,3.36,2.83
1999,4,1,28.53,22.29,0.23,82.88,2.04,2.48
1999,4,2,28.66,22.87,0.02,84.31,1.78,2.4
1999,4,3,28.09,22.22,0.25,84.81,2.47,2.41
1999,4,4,27.79,22.3,1.83,90.38,2.7,3.21
1999,4,5,27.23,23.32,13.39,91.25,3.15,1.91
1999,4,6,27.06,22.64,2.63,88.44,3.32,2.52
1999,4,7,27.77,22.67,0.63,86.19,3.28,3.4
1999,4,8,28.3,22.8,0.1,85.75,1.91,3.69
1999,4,9,29.32,23.52,0.12,87.44,2.5,2.4
1999,4,10,29.11,24.15,0.16,87.62,2.73,2.75
1999,4,11,28.98,24.5,0.68,88.31,2.0,3.62
1999,4,12,32.73,24.73,0.22,78.44,1.66,1.88
1999,4,13,30.15,25.12,0.71,84.69,2.0,1.99
1999,4,14,28.31,24.22,1.67,88.75,3.22,2.65
1999,4,15,29.36,23.69,0.16,87.12,3.08,2.68
1999,4,16,30.9,23.12,0.03,84.38,2.77,3.02
1999,4,17,31.52,24.76,0.06,84.56,2.31,2.66
1999,4,18,30.4,25.33,3.89,87.75,2.05,2.41
1999,4,19,30.19,25.29,7.44,87.31,1.58,2.23
1999,4,20,30.33,24.83,0.06,86.81,3.04,2.32
1999,4,21,31.01,24.34,0.03,85.31,2.71,0.95
1999,4,22,30.5,24.19,0.25,87.25,2.45,1.23
1999,4,23,29.56,24.68,0.05,84.44,2.18,2.59
1999,4,24,30.27,24.83,0.06,84.06,2.05,2.27
1999,4,25,30.44,24.48,0.01,85.31,1.92,1.5
1999,4,26,30.73,23.85,3.46,84.38,1.91,2.8
1999,4,27,26.85,24.63,39.42,93.0,3.55,2.67
1999,4,28,24.65,21.77,16.44,89.81,6.86,5.16
1999,4,29,26.29,21.22,1.57,83.75,6.45,4.17
1999,4,30,28.05,20.65,0.0,83.38,4.02,2.86
1999,5,1,28.97,22.05,0.08,82.31,2.26,2.7
1999,5,2,28.43,23.46,0.04,83.56,2.24,2.5
1999,5,3,29.99,23.12,0.08,87.31,3.26,1.1
1999,5,4,27.9,24.59,1.3,90.75,2.3,1.52
1999,5,5,26.9,24.08,19.18,93.06,2.36,2.04
1999,5,6,28.04,23.61,5.67,89.06,1.91,1.69
1999,5,7,29.02,24.12,12.65,89.12,1.79,2.01
1999,5,8,30.55,23.66,7.3,86.19,2.08,2.73
1999,5,9,27.65,22.78,5.33,89.31,3.6,5.99
1999,5,10,27.88,22.08,1.12,86.5,3.53,2.17
1999,5,11,27.46,23.15,0.96,87.31,3.45,2.69
1999,5,12,28.05,23.2,0.56,86.81,2.95,3.3
1999,5,13,27.87,23.93,1.54,88.38,2.85,1.13
1999,5,14,29.76,23.85,1.04,86.75,2.96,1.58
1999,5,15,29.94,24.43,0.86,87.88,3.16,1.62
1999,5,16,28.84,24.52,0.78,89.56,2.48,2.16
1999,5,17,30.18,23.92,0.03,85.38,1.77,1.3
1999,5,18,30.2,25.31,0.54,85.44,1.41,1.02
1999,5,19,26.9,25.23,6.06,93.06,2.7,2.88
1999,5,20,28.32,24.62,3.36,88.12,3.37,1.8
1999,5,21,29.03,23.87,30.65,86.44,3.52,1.4
1999,5,22,29.05,24.93,8.57,89.44,3.07,0.98
1999,5,23,30.77,24.9,8.11,85.69,1.96,2.33
1999,5,24,30.81,24.76,18.84,85.12,2.38,2.52
1999,5,25,31.2,25.32,21.23,84.69,1.73,2.77
1999,5,26,30.84,25.53,7.97,85.75,1.81,1.54
1999,5,27,28.52,25.47,6.58,90.25,2.13,1.66
1999,5,28,28.15,24.87,1.2,88.88,1.86,1.84
1999,5,29,29.46,24.57,8.89,87.81,1.76,1.9
1999,5,30,31.4,24.73,0.54,84.88,2.25,1.77
1999,5,31,30.58,25.44,1.46,83.19,1.4,1.41
1999,6,1,30.87,26.02,1.26,83.06,1.52,2.31
1999,6,2,28.33,26.08,2.47,89.38,1.44,1.91
1999,6,3,29.38,25.4,2.24,86.12,1.51,2.86
1999,6,4,29.34,25.1,8.41,84.94,1.83,2.59
1999,6,5,28.21,25.19,18.27,88.25,2.42,1.7
1999,6,6,30.48,25.39,1.39,83.62,2.52,1.5
1999,6,7,31.33,25.92,0.68,81.5,2.3,3.45
1999,6,8,30.39,25.47,1.55,83.56,1.91,1.97
1999,6,9,31.94,25.17,1.35,81.12,1.86,2.23
1999,6,10,29.64,25.82,1.02,86.25,1.88,2.87
1999,6,11,28.94,25.74,0.76,83.0,1.38,2.57
1999,6,12,31.01,25.68,0.17,80.25,1.95,2.38
1999,6,13,32.41,25.88,0.47,80.88,2.15,3.63
1999,6,14,31.67,25.26,0.48,82.31,2.44,1.69
1999,6,15,29.55,25.73,2.1,83.88,1.91,1.97
1999,6,16,30.43,25.19,2.28,83.75,1.88,1.25
1999,6,17,29.36,25.56,3.91,86.19,2.03,1.59
1999,6,18,30.68,25.48,7.5,86.0,1.64,1.83
1999,6,19,27.55,25.42,21.69,87.88,1.17,1.09
1999,6,20,31.19,25.06,1.36,79.62,1.7,1.79
1999,6,21,32.01,25.23,0.06,77.0,2.1,2.77
1999,6,22,33.36,25.08,0.12,77.12,1.92,1.23
1999,6,23,32.8,25.07,0.07,78.31,2.18,3.2
1999,6,24,31.5,26.17,0.34,81.88,1.72,2.23
1999,6,25,31.24,26.12,1.44,81.38,1.88,3.16
1999,6,26,31.21,26.06,0.25,82.25,1.97,3.25
1999,6,27,31.0,26.19,0.12,83.06,2.48,1.93
1999,6,28,30.42,25.48,0.16,83.25,2.27,3.35
1999,6,29,31.25,25.39,0.14,83.31,2.14,2.66
1999,6,30,31.71,25.68,0.01,83.31,2.52,1.8
1999,7,1,31.74,25.69,0.04,82.94,2.17,2.52
1999,7,2,30.19,25.76,0.1,85.19,1.8,2.23
1999,7,3,29.11,25.21,0.28,85.75,1.54,2.55
1999,7,4,30.46,25.7,3.34,83.81,2.01,2.41
1999,7,5,32.3,25.45,17.92,81.62,1.74,2.5
1999,7,6,31.09,25.66,3.29,79.62,1.65,1.59
1999,7,7,32.74,24.74,0.59,78.44,1.95,2.65
1999,7,8,32.44,25.35,0.31,78.62,2.1,2.62
1999,7,9,32.9,25.8,0.22,77.81,1.85,1.73
1999,7,10,33.56,25.72,0.04,77.62,2.23,2.73
1999,7,11,32.17,26.4,0.64,78.81,1.56,1.49
1999,7,12,32.66,25.72,1.08,79.94,1.59,1.89
1999,7,13,31.92,25.96,0.18,80.94,1.88,1.76
1999,7,14,31.44,25.63,0.23,82.56,1.84,1.66
1999,7,15,31.07,25.8,0.67,80.81,2.14,2.74
1999,7,16,31.89,26.04,0.1,79.06,1.46,1.73
1999,7,17,31.79,26.08,0.08,80.25,2.07,2.55
1999,7,18,31.32,26.26,0.25,81.94,2.1,1.39
1999,7,19,32.2,26.05,0.08,79.0,1.54,2.59
1999,7,20,32.15,25.98,0.13,78.06,1.67,2.27
1999,7,21,32.01,26.19,1.08,80.62,1.97,2.48
1999,7,22,31.7,26.05,10.64,79.38,1.7,2.21
1999,7,23,30.27,25.61,2.82,82.38,1.7,1.37
1999,7,24,30.71,25.2,10.49,84.06,1.69,1.41
1999,7,25,27.54,24.95,7.8,88.88,3.02,3.02
1999,7,26,30.02,24.17,1.97,82.31,3.59,2.3
1999,7,27,31.68,24.94,2.15,78.69,2.94,3.95
1999,7,28,30.28,25.85,5.29,83.44,3.19,2.26
1999,7,29,33.08,25.3,14.18,86.0,2.34,1.77
1999,7,30,28.39,25.85,10.21,90.62,4.17,5.58
1999,7,31,28.8,25.51,12.76,89.56,2.67,3.49
1999,8,1,29.54,24.65,6.65,84.56,2.34,2.45
1999,8,2,28.87,24.83,2.31,85.44,3.04,3.27
1999,8,3,30.48,24.77,3.12,83.44,2.44,2.02
1999,8,4,29.8,25.41,6.29,84.0,2.05,1.8
1999,8,5,30.58,25.0,3.0,81.38,2.79,2.94
1999,8,6,31.17,25.01,1.93,79.25,2.52,2.2
1999,8,7,30.56,25.21,0.59,78.06,3.02,3.04
1999,8,8,32.64,25.24,0.69,77.88,1.88,2.92
1999,8,9,32.01,25.87,1.24,79.88,1.63,2.84
1999,8,10,31.3,25.75,1.95,80.31,1.74,1.72
1999,8,11,32.44,25.07,1.23,78.0,1.87,2.5
1999,8,12,32.12,25.8,0.82,76.56,1.65,2.09
1999,8,13,31.71,25.82,0.17,74.69,2.11,1.41
1999,8,14,32.48,25.36,0.16,76.69,2.27,1.98
1999,8,15,30.23,25.75,0.13,78.0,1.22,1.8
1999,8,16,28.73,25.63,0.15,80.12,1.64,1.91
1999,8,17,29.98,24.69,0.07,80.0,2.47,1.59
1999,8,18,29.51,25.22,0.14,85.62,4.06,2.62
1999,8,19,30.12,25.08,0.33,83.75,2.85,0.61
1999,8,20,31.29,23.96,0.01,76.81,2.27,1.71
1999,8,21,32.79,23.13,0.03,69.75,1.97,2.13
1999,8,22,32.51,24.9,0.7,75.12,2.19,1.77
1999,8,23,31.5,25.74,19.61,81.44,1.7,2.34
1999,8,24,31.2,25.55,13.29,83.81,2.09,2.42
1999,8,25,30.54,25.51,1.73,81.75,2.12,2.84
1999,8,26,30.64,25.8,1.11,80.0,2.35,2.21
1999,8,27,30.08,25.33,0.89,82.94,2.09,2.62
1999,8,28,29.68,24.93,2.69,85.62,2.91,2.34
1999,8,29,29.8,24.86,1.18,82.56,2.11,1.8
1999,8,30,30.72,25.06,0.02,83.31,2.73,1.81
1999,8,31,29.25,25.17,0.17,85.19,2.28,2.48
1999,9,1,29.22,24.67,0.48,86.5,2.66,1.14
1999,9,2,30.11,24.44,0.09,82.5,2.29,1.62
1999,9,3,31.46,23.8,0.0,71.62,1.58,2.2
1999,9,4,31.76,23.47,0.02,78.38,2.19,2.2
1999,9,5,30.42,25.17,1.18,81.81,1.84,1.45
1999,9,6,29.29,25.12,6.78,82.44,1.62,2.78
1999,9,7,29.73,24.71,28.56,82.62,1.77,1.91
1999,9,8,28.97,25.01,5.75,87.06,2.05,1.95
1999,9,9,30.23,24.51,1.5,80.06,1.79,2.85
1999,9,10,29.65,24.62,3.03,85.62,2.15,2.3
1999,9,11,31.08,25.15,5.24,81.94,1.93,1.35
1999,9,12,30.31,25.26,16.52,81.81,1.34,1.61
1999,9,13,31.54,25.43,0.78,79.88,1.88,2.77
1999,9,14,31.49,25.57,0.32,78.31,1.62,1.81
1999,9,15,31.3,26.05,3.2,81.0,1.52,1.8
1999,9,16,30.72,25.62,9.09,84.0,1.06,2.1
1999,9,17,30.19,25.44,1.33,83.38,1.85,2.47
1999,9,18,30.07,25.8,1.95,84.88,1.28,2.26
1999,9,19,29.98,25.74,11.62,86.44,1.56,1.2
1999,9,20,28.83,25.52,11.8,88.62,1.42,2.41
1999,9,21,27.88,24.62,8.23,88.56,2.06,2.23
1999,9,22,27.94,24.69,4.64,88.62,2.2,3.2
1999,9,23,28.55,24.74,9.35,86.06,3.21,2.45
1999,9,24,29.4,24.12,1.27,79.88,2.39,1.97
1999,9,25,28.27,24.07,1.0,84.19,2.66,2.09
1999,9,26,28.29,24.35,3.73,88.5,3.02,1.8
1999,9,27,27.98,24.54,0.89,85.94,2.81,1.59
1999,9,28,29.14,24.09,0.18,79.06,2.28,1.81
1999,9,29,27.43,24.19,2.81,84.44,2.17,2.09
1999,9,30,27.77,23.88,28.93,87.81,2.63,1.48
1999,10,1,28.05,24.04,4.9,85.5,1.67,2.22
1999,10,2,27.76,24.07,1.49,86.69,1.86,2.17
1999,10,3,29.41,24.56,4.8,80.94,2.38,2.36
1999,10,4,27.73,24.55,13.27,87.44,2.2,1.97
1999,10,5,27.12,24.58,28.42,89.62,2.78,1.8
1999,10,6,27.57,24.56,24.92,87.25,2.72,3.01
1999,10,7,29.59,23.57,0.29,82.5,3.0,4.05
1999,10,8,30.3,24.31,0.16,76.69,1.63,3.2
1999,10,9,30.75,24.25,3.24,82.19,2.04,2.89
1999,10,10,30.08,25.23,0.22,85.62,2.3,1.77
1999,10,11,28.73,25.08,0.1,85.62,2.2,1.53
1999,10,12,29.08,24.76,1.58,83.75,2.71,1.9
1999,10,13,28.07,24.66,31.4,88.75,3.4,1.91
1999,10,14,26.93,24.07,44.44,88.44,2.26,2.25
1999,10,15,27.48,23.86,21.02,87.69,2.48,3.59
1999,10,16,26.75,24.52,44.0,91.38,3.38,1.85
1999,10,17,25.94,23.58,25.14,89.5,6.2,4.62
1999,10,18,25.87,22.98,6.9,84.88,6.04,3.05
1999,10,19,25.4,22.17,151.27,92.12,5.15,6.65
1999,10,20,28.48,22.25,11.82,89.56,4.05,2.95
1999,10,21,27.86,24.15,2.87,90.75,2.87,1.92
1999,10,22,27.9,24.13,9.64,90.62,3.26,2.58
1999,10,23,27.35,23.86,29.25,90.31,5.34,3.8
1999,10,24,25.9,24.79,70.89,95.12,5.7,2.2
1999,10,25,26.11,24.7,20.75,95.44,3.68,1.85
1999,10,26,26.6,24.08,30.03,92.44,3.64,2.29
1999,10,27,27.28,23.59,34.74,87.69,3.67,2.23
1999,10,28,26.63,23.46,20.07,89.75,3.2,1.77
1999,10,29,25.91,24.01,25.37,93.94,2.87,1.77
1999,10,30,27.52,23.73,19.33,90.69,2.95,0.95
1999,10,31,28.67,23.48,3.57,87.88,2.7,1.72
1999,11,1,26.27,24.44,70.51,93.44,4.41,4.8
1999,11,2,26.41,24.51,111.29,93.56,6.05,4.16
1999,11,3,25.62,24.34,62.52,93.06,6.5,2.39
1999,11,4,25.5,24.27,113.18,93.25,6.52,1.45
1999,11,5,25.73,24.8,93.98,93.88,7.28,2.76
1999,11,6,26.74,25.12,38.38,95.62,6.19,6.38
1999,11,7,27.24,24.46,2.86,94.19,3.03,0.99
1999,11,8,27.96,23.87,1.39,91.62,2.7,2.06
1999,11,9,27.85,23.74,0.17,88.38,2.9,1.68
1999,11,10,27.15,23.44,0.02,88.56,2.1,2.33
1999,11,11,28.74,23.79,0.01,87.25,2.12,1.89
1999,11,12,28.64,23.33,0.5,86.19,2.09,1.79
1999,11,13,28.11,23.53,1.77,84.12,2.54,1.84
1999,11,14,27.53,23.33,4.02,85.5,2.61,2.09
1999,11,15,26.73,23.3,10.48,88.75,4.4,2.8
1999,11,16,25.51,21.84,3.05,83.06,4.63,2.53
1999,11,17,25.41,21.34,12.25,84.44,5.23,3.01
1999,11,18,24.55,20.85,0.62,79.81,4.41,2.91
1999,11,19,24.85,20.52,0.39,80.0,3.62,1.37
1999,11,20,25.22,20.49,1.79,84.44,4.02,2.23
1999,11,21,25.5,21.92,5.19,88.06,4.05,1.98
1999,11,22,25.89,22.66,34.93,91.25,4.15,1.99
1999,11,23,26.99,23.09,33.59,91.94,3.58,2.58
1999,11,24,26.56,22.65,1.01,86.0,3.09,1.58
1999,11,25,26.56,22.32,0.9,83.31,2.88,2.05
1999,11,26,26.25,21.91,0.12,82.5,2.68,1.66
1999,11,27,26.65,21.79,4.21,86.62,2.55,3.46
1999,11,28,26.62,21.62,24.85,89.94,5.38,5.28
1999,11,29,22.19,19.8,6.02,87.94,5.76,2.89
1999,11,30,22.01,19.05,6.71,86.0,5.29,2.42
1999,12,1,23.04,20.36,8.98,88.44,5.98,3.16
1999,12,2,23.39,20.55,57.16,90.69,5.98,1.99
1999,12,3,24.24,23.23,212.56,93.62,6.51,1.56
1999,12,4,24.76,22.25,142.39,93.38,5.74,1.23
1999,12,5,23.65,21.22,89.11,92.69,6.26,2.08
1999,12,6,22.19,20.63,57.35,90.44,5.83,2.04
1999,12,7,21.91,20.32,15.79,90.31,5.8,2.23
1999,12,8,21.49,18.95,18.47,87.75,5.61,3.33
1999,12,9,21.4,17.88,0.93,80.69,4.71,2.33
1999,12,10,21.9,18.66,1.08,87.88,4.41,2.16
1999,12,11,22.37,20.67,4.39,91.38,4.81,2.27
1999,12,12,24.23,20.87,9.57,93.75,4.66,2.05
1999,12,13,24.85,22.44,31.1,93.5,5.14,2.52
1999,12,14,22.48,20.11,10.12,89.56,5.61,3.03
1999,12,15,21.89,19.69,10.83,89.81,4.64,2.58
1999,12,16,22.14,20.07,28.18,95.06,4.8,3.02
1999,12,17,24.19,20.44,29.7,94.38,5.76,3.75
1999,12,18,20.31,19.09,26.64,91.44,6.2,3.16
1999,12,19,21.02,18.49,8.87,87.88,5.46,2.82
1999,12,20,20.23,17.8,9.96,86.62,5.7,2.2
1999,12,21,19.38,17.16,15.79,85.62,6.12,2.08
1999,12,22,17.08,15.01,7.05,82.56,6.34,3.75
1999,12,23,16.38,13.66,2.49,80.38,4.93,3.38
1999,12,24,16.76,13.2,1.18,76.62,4.35,3.2
1999,12,25,18.05,13.53,0.04,76.56,3.73,1.58
1999,12,26,19.54,15.9,0.07,77.88,3.37,1.86
1999,12,27,22.04,16.96,0.15,85.44,3.55,2.26
1999,12,28,23.95,18.87,0.21,90.25,3.52,1.39
1999,12,29,24.1,19.64,0.34,87.44,3.09,1.66
1999,12,30,24.05,19.61,0.0,83.44,2.33,1.27
1999,12,31,24.42,19.51,0.01,85.5,2.34,1.66
2000,1,1,24.5,19.78,0.23,88.62,2.92,1.75
2000,1,2,23.98,20.15,2.47,92.19,3.96,3.23
2000,1,3,24.26,19.77,0.57,88.44,2.7,1.35
2000,1,4,25.15,19.87,0.02,86.94,2.2,1.8
2000,1,5,26.33,19.69,0.01,89.5,1.98,1.46
2000,1,6,26.77,20.94,0.01,90.75,2.19,2.3
2000,1,7,25.61,20.92,0.02,89.62,2.86,1.47
2000,1,8,25.57,20.07,0.0,87.69,3.23,1.92
2000,1,9,26.41,19.83,0.0,87.62,2.76,2.24
2000,1,10,26.22,18.58,0.0,88.75,3.02,0.94
2000,1,11,26.75,20.34,0.0,91.06,2.64,2.18
2000,1,12,27.05,21.4,0.0,90.75,2.45,1.16
2000,1,13,26.68,21.36,0.01,90.19,2.68,2.16
2000,1,14,26.81,21.34,0.14,89.12,3.29,1.8
2000,1,15,27.19,20.28,0.0,87.69,3.15,1.19
2000,1,16,26.43,20.58,0.0,87.19,2.95,1.66
2000,1,17,25.69,20.84,0.34,84.19,2.96,2.95
2000,1,18,23.62,19.67,13.28,88.25,4.16,4.16
2000,1,19,20.26,17.8,22.83,88.12,4.77,3.67
2000,1,20,21.21,18.11,1.37,86.38,4.48,2.32
2000,1,21,23.8,18.93,0.53,84.62,4.09,2.11
2000,1,22,24.34,20.09,0.52,88.12,3.42,3.13
2000,1,23,24.74,19.99,0.71,92.25,3.26,3.48
2000,1,24,24.51,20.69,3.09,93.56,3.33,2.02
2000,1,25,24.18,19.81,30.13,92.44,4.68,4.06
2000,1,26,20.67,17.43,59.2,89.19,6.31,2.21
2000,1,27,18.19,16.55,31.66,88.56,6.14,2.88
2000,1,28,20.5,17.11,4.93,85.5,4.6,2.26
2000,1,29,21.97,18.13,13.22,87.75,5.04,2.44
2000,1,30,21.26,18.79,22.69,85.81,5.63,3.15
2000,1,31,21.65,18.41,4.84,88.75,5.74,2.73
2000,2,1,19.77,17.35,3.09,89.06,5.8,2.57
2000,2,2,20.87,17.17,0.57,85.5,3.98,2.35
2000,2,3,22.05,17.13,0.08,85.62,3.26,2.61
2000,2,4,23.39,17.62,0.19,88.12,2.86,2.17
2000,2,5,23.89,18.87,1.7,89.5,3.68,2.55
2000,2,6,22.69,18.1,3.28,85.94,3.39,2.24
2000,2,7,22.73,17.59,1.45,84.81,3.27,1.91
2000,2,8,22.09,17.23,0.25,85.31,3.34,1.56
2000,2,9,22.88,16.91,0.05,81.06,2.89,1.46
2000,2,10,24.47,18.29,0.01,80.62,2.18,2.32
2000,2,11,24.94,17.86,0.0,84.44,2.12,1.88
2000,2,12,24.88,19.18,0.0,83.69,1.84,1.77
2000,2,13,25.8,18.41,0.0,87.75,2.41,1.45
2000,2,14,25.98,19.51,0.04,90.06,2.23,1.38
2000,2,15,23.77,19.2,0.07,89.06,2.95,2.36
2000,2,16,24.17,18.83,0.04,88.38,3.28,1.92
2000,2,17,24.45,19.26,0.06,90.19,3.06,2.17
2000,2,18,26.44,20.23,0.08,91.69,3.23,3.39
2000,2,19,29.23,21.83,0.0,87.44,2.61,1.78
2000,2,20,29.68,21.69,0.02,85.69,2.38,1.8
2000,2,21,29.69,22.29,0.15,86.5,2.12,2.16
2000,2,22,29.19,22.86,0.04,88.06,1.98,1.99
2000,2,23,28.73,22.83,0.06,89.69,1.66,2.03
2000,2,24,24.96,19.8,0.52,91.56,3.38,2.38
2000,2,25,22.23,17.63,1.94,89.69,4.7,3.99
2000,2,26,20.48,16.81,2.47,87.25,4.59,3.68
2000,2,27,22.05,16.74,0.24,86.44,3.32,2.09
2000,2,28,23.44,19.1,0.57,89.06,3.62,2.55
2000,2,29,22.12,18.61,1.26,88.81,4.45,1.8
2000,3,1,22.21,18.02,0.59,87.06,4.49,0.94
2000,3,2,23.48,18.01,0.14,88.0,3.61,2.61
2000,3,3,25.74,19.31,0.1,89.06,2.7,1.62
2000,3,4,27.01,20.48,0.17,86.62,2.02,1.59
2000,3,5,26.4,19.96,0.01,82.94,1.73,2.85
2000,3,6,26.1,19.21,0.0,84.38,1.84,2.12
