-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/1990 through 11/01/2021 
Location: Latitude  10.7393   Longitude 106.6769 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 13.02 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_RANGE     MERRA-2 Wind Speed at 10 Meters Range (m/s) 
-END HEADER-
YEAR,MO,DY,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M,WS10M,WS10M_RANGE
1996,6,15,30.11,24.88,6.38,86.19,3.41,4.16
1996,6,16,29.64,25.51,3.31,87.31,3.5,2.01
1996,6,17,29.83,25.55,6.8,88.0,3.38,3.09
1996,6,18,28.08,25.07,10.97,89.81,3.18,3.32
1996,6,19,29.67,24.47,0.96,86.38,3.0,2.08
1996,6,20,30.34,25.2,2.98,86.31,3.84,2.37
1996,6,21,29.37,25.05,11.37,87.44,3.2,2.91
1996,6,22,30.15,25.07,4.54,85.75,3.07,1.44
1996,6,23,29.09,25.49,14.17,89.0,3.91,3.52
1996,6,24,29.8,24.9,1.82,88.0,3.12,2.02
1996,6,25,29.15,24.66,3.33,86.06,3.03,3.19
1996,6,26,29.97,24.31,0.19,83.19,1.62,0.88
1996,6,27,30.87,24.83,1.2,84.44,1.91,1.91
1996,6,28,29.83,25.47,0.09,86.62,2.35,0.78
1996,6,29,30.9,25.3,0.14,82.44,2.13,1.28
1996,6,30,30.62,25.27,2.13,83.44,1.9,1.5
1996,7,1,30.05,25.6,1.11,84.69,2.03,1.23
1996,7,2,30.68,25.31,0.16,83.5,2.16,0.96
1996,7,3,30.52,25.44,0.98,83.75,1.62,1.59
1996,7,4,30.05,25.88,0.08,81.12,2.08,2.08
1996,7,5,30.16,25.88,1.13,81.5,2.64,3.62
1996,7,6,29.16,25.53,4.48,87.25,2.73,1.89
1996,7,7,29.28,25.12,1.27,85.25,3.66,1.8
1996,7,8,29.65,25.08,10.69,85.75,2.62,1.35
1996,7,9,29.83,25.35,0.37,86.38,2.82,2.1
1996,7,10,29.83,25.59,2.18,86.19,3.35,3.24
1996,7,11,28.93,24.91,9.58,88.19,3.48,3.14
1996,7,12,29.85,25.95,14.28,85.0,2.07,1.72
1996,7,13,29.34,25.44,12.31,87.69,2.24,0.91
1996,7,14,30.89,26.23,1.42,82.12,2.16,2.48
1996,7,15,28.63,25.8,40.53,86.31,2.7,1.73
1996,7,16,29.31,25.08,9.88,86.69,3.58,2.81
1996,7,17,28.26,25.17,16.81,89.12,4.19,2.79
1996,7,18,30.51,25.19,5.79,85.56,3.82,2.36
1996,7,19,29.27,25.12,7.99,86.75,3.82,3.2
1996,7,20,28.53,25.07,14.37,89.19,4.23,1.87
1996,7,21,28.74,24.76,4.01,88.75,5.73,4.27
1996,7,22,28.61,24.72,11.66,89.75,6.42,4.8
1996,7,23,28.55,24.99,8.95,90.06,6.76,4.99
1996,7,24,28.92,25.62,4.37,89.88,6.19,4.35
1996,7,25,29.74,25.27,3.16,87.81,4.74,3.25
1996,7,26,29.49,25.05,9.64,88.25,5.34,4.07
1996,7,27,28.41,25.06,18.37,89.94,6.27,3.03
1996,7,28,29.05,25.05,10.63,88.75,6.85,4.54
1996,7,29,29.12,25.08,15.75,89.56,6.36,4.67
1996,7,30,28.25,25.36,19.67,90.12,5.05,3.87
1996,7,31,29.3,25.06,2.61,89.5,4.21,2.98
1996,8,1,29.8,25.34,0.22,88.88,5.0,3.15
1996,8,2,29.58,25.33,0.6,89.44,4.99,4.09
1996,8,3,28.64,25.25,12.95,90.88,4.84,2.98
1996,8,4,27.66,24.31,3.89,89.56,4.32,4.13
1996,8,5,28.35,24.45,2.63,91.94,3.8,3.8
1996,8,6,30.05,24.2,4.51,88.19,4.3,2.59
1996,8,7,29.73,24.87,5.66,88.25,4.78,2.2
1996,8,8,29.39,25.12,16.22,89.62,4.29,3.03
1996,8,9,29.05,24.36,18.76,90.5,4.21,2.59
1996,8,10,28.51,24.41,2.87,89.38,3.45,2.54
1996,8,11,28.32,24.73,16.71,91.19,3.08,2.19
1996,8,12,29.66,24.23,5.87,89.38,3.65,2.86
1996,8,13,29.06,24.38,3.8,89.19,3.39,2.23
1996,8,14,29.43,24.47,12.78,88.75,2.91,2.01
1996,8,15,30.57,24.75,2.68,83.56,1.63,1.55
1996,8,16,30.65,25.4,18.42,81.25,1.52,1.83
1996,8,17,30.82,25.76,0.19,77.62,1.34,1.92
1996,8,18,29.08,24.95,1.46,85.12,2.3,1.38
1996,8,19,29.89,24.3,3.86,82.38,2.09,2.1
1996,8,20,30.12,25.33,6.77,83.94,2.06,2.73
1996,8,21,30.25,25.73,20.69,87.0,2.7,3.12
1996,8,22,28.96,24.97,1.65,89.25,4.14,1.77
1996,8,23,28.9,24.61,3.67,89.31,4.37,2.67
1996,8,24,28.8,24.4,3.62,90.88,4.05,2.65
1996,8,25,29.85,23.79,2.23,88.62,3.66,1.91
1996,8,26,29.17,24.09,0.27,86.44,2.15,2.05
1996,8,27,29.06,25.06,1.76,88.62,1.97,2.19
1996,8,28,28.83,25.05,0.98,87.81,2.8,2.01
1996,8,29,29.55,25.14,0.65,85.69,2.43,1.32
1996,8,30,28.65,25.11,2.65,87.94,2.83,2.38
1996,8,31,28.87,24.58,2.77,87.06,3.1,3.41
1996,9,1,29.14,24.07,28.37,88.94,4.11,2.12
1996,9,2,29.18,24.15,11.27,87.12,2.57,2.56
1996,9,3,29.28,24.83,2.55,86.25,3.99,4.58
1996,9,4,28.39,24.87,3.94,87.62,3.84,1.57
1996,9,5,29.25,24.69,4.3,84.75,2.27,1.55
1996,9,6,29.56,24.78,7.06,88.06,2.05,2.02
1996,9,7,27.27,25.05,6.57,91.75,4.02,3.04
1996,9,8,29.76,24.14,15.11,87.06,2.35,2.44
1996,9,9,29.1,24.98,4.89,89.75,4.27,2.0
1996,9,10,28.64,24.69,8.22,90.56,5.21,4.14
1996,9,11,28.69,24.87,8.2,90.06,6.07,3.95
1996,9,12,28.8,24.84,2.75,91.0,7.17,2.93
1996,9,13,29.36,24.8,5.47,88.88,7.18,4.88
1996,9,14,29.88,25.31,5.37,89.06,5.6,4.42
1996,9,15,28.96,25.67,3.58,90.56,4.2,3.27
1996,9,16,29.62,25.03,3.32,89.56,4.49,2.84
1996,9,17,28.63,25.22,10.98,90.81,5.39,2.66
1996,9,18,27.88,24.94,5.0,91.88,5.68,3.77
1996,9,19,29.4,24.97,0.97,88.38,5.48,4.54
1996,9,20,28.73,24.61,0.46,89.06,4.68,3.2
1996,9,21,29.96,24.74,0.03,86.56,3.62,2.68
1996,9,22,30.74,24.52,0.06,85.75,3.2,1.39
1996,9,23,30.57,24.87,0.34,86.56,3.58,1.28
1996,9,24,29.48,25.08,2.87,87.19,4.34,3.03
1996,9,25,28.86,24.69,17.87,90.38,4.26,2.49
1996,9,26,27.6,24.98,20.27,92.38,4.28,3.13
1996,9,27,28.15,25.03,14.36,92.62,3.73,0.96
1996,9,28,29.51,24.45,7.57,90.5,3.35,1.46
1996,9,29,27.48,24.86,8.17,91.88,4.53,3.53
1996,9,30,28.35,24.83,7.18,89.75,4.34,3.14
1996,10,1,29.11,24.95,3.31,88.81,3.06,2.62
1996,10,2,29.44,24.4,1.09,83.88,1.45,1.91
1996,10,3,28.19,25.09,1.55,88.44,2.1,1.45
1996,10,4,29.17,25.04,0.8,87.69,3.3,2.24
1996,10,5,28.85,25.35,2.36,89.0,3.99,2.46
1996,10,6,29.43,25.3,1.58,87.81,3.01,1.99
1996,10,7,28.83,25.44,2.45,86.25,1.91,3.85
1996,10,8,30.62,23.93,4.21,81.81,2.87,2.38
1996,10,9,30.83,24.9,4.33,81.5,3.01,2.7
1996,10,10,29.23,23.8,4.46,85.5,4.65,5.3
1996,10,11,28.26,24.48,40.56,88.69,3.23,2.55
1996,10,12,30.33,24.81,9.89,84.69,4.18,3.51
1996,10,13,29.9,25.19,46.19,88.06,2.67,1.04
1996,10,14,30.01,25.05,23.58,82.75,1.31,2.82
1996,10,15,30.28,23.6,0.26,84.38,1.92,0.85
1996,10,16,30.4,25.33,3.68,87.0,2.7,1.68
1996,10,17,29.31,25.23,7.1,89.5,2.32,1.88
1996,10,18,28.41,25.44,29.42,91.44,2.22,1.82
1996,10,19,29.71,25.3,16.71,84.56,1.66,2.4
1996,10,20,30.4,24.93,5.13,82.5,1.7,2.21
1996,10,21,29.82,25.03,8.25,86.38,2.89,3.07
1996,10,22,28.9,24.32,13.62,87.81,2.94,2.36
1996,10,23,27.89,24.67,13.9,92.56,5.17,5.25
1996,10,24,26.73,24.76,7.29,93.12,9.48,5.82
1996,10,25,28.08,24.98,10.02,92.25,6.7,9.29
1996,10,26,28.01,25.28,19.01,89.44,4.09,4.46
1996,10,27,29.55,23.29,3.72,87.06,2.73,2.62
1996,10,28,29.45,24.22,3.64,89.5,4.77,4.02
1996,10,29,28.43,25.28,9.23,91.56,6.32,4.41
1996,10,30,27.65,25.15,39.2,92.69,3.57,3.77
1996,10,31,27.52,24.63,3.02,91.62,2.64,0.84
1996,11,1,28.97,24.34,15.37,89.0,2.32,2.27
1996,11,2,28.08,24.73,17.7,91.75,2.69,3.94
1996,11,3,27.83,24.72,7.07,92.0,4.36,3.61
1996,11,4,28.81,24.66,4.56,89.5,2.55,1.38
1996,11,5,28.32,24.83,16.74,88.44,1.38,2.21
1996,11,6,29.66,24.15,11.62,88.44,1.8,2.6
1996,11,7,29.79,24.87,10.3,87.06,1.88,2.77
1996,11,8,28.1,24.76,10.47,88.69,1.91,3.13
1996,11,9,27.32,24.21,1.42,89.06,2.66,4.17
1996,11,10,29.05,24.37,2.38,90.5,3.34,1.95
1996,11,11,28.72,24.22,5.77,90.0,3.12,2.0
1996,11,12,30.06,24.58,8.81,85.12,2.54,3.39
1996,11,13,28.68,24.74,1.36,85.5,4.34,6.23
1996,11,14,29.96,24.1,2.79,82.19,1.87,2.07
1996,11,15,29.8,23.42,2.53,86.31,2.84,4.5
1996,11,16,28.02,23.01,11.03,90.88,3.91,2.58
1996,11,17,28.37,24.44,16.15,90.88,5.08,3.48
1996,11,18,27.95,24.01,2.54,90.25,5.11,4.27
1996,11,19,29.38,23.04,1.48,88.0,4.19,3.66
1996,11,20,28.17,23.8,0.85,87.94,3.66,3.45
1996,11,21,28.8,22.69,0.98,86.69,4.01,3.42
1996,11,22,28.77,22.87,1.06,88.19,3.61,2.87
1996,11,23,28.4,23.4,2.83,88.0,4.87,3.83
1996,11,24,29.08,22.65,1.77,87.31,3.68,2.22
1996,11,25,29.74,22.81,0.67,86.12,3.38,2.08
1996,11,26,29.57,23.48,6.56,83.56,1.77,2.15
1996,11,27,27.02,23.46,2.52,90.81,2.53,1.37
1996,11,28,28.27,23.45,1.15,90.0,2.67,2.74
1996,11,29,29.55,24.03,4.87,88.56,2.98,2.32
1996,11,30,28.15,24.03,24.02,89.19,2.23,4.09
1996,12,1,28.4,23.81,1.94,89.44,5.09,5.42
1996,12,2,27.19,23.91,1.45,91.5,4.55,5.11
1996,12,3,28.09,23.59,1.51,90.38,4.31,5.74
1996,12,4,28.07,23.35,14.77,89.81,3.67,4.95
1996,12,5,28.58,24.04,4.73,89.19,2.63,2.54
1996,12,6,28.04,24.05,1.17,90.0,4.2,3.85
1996,12,7,29.15,22.47,0.66,83.88,3.77,3.86
1996,12,8,29.22,21.76,2.06,86.81,4.7,4.97
1996,12,9,29.89,22.3,0.54,86.19,4.84,3.95
1996,12,10,29.69,22.5,0.21,84.56,4.08,3.73
1996,12,11,29.23,22.08,0.1,82.69,3.7,3.0
1996,12,12,29.58,21.38,0.01,81.75,2.86,2.42
1996,12,13,29.29,21.96,1.15,84.94,3.82,3.33
1996,12,14,28.13,22.62,0.28,83.31,2.7,3.52
1996,12,15,29.36,22.64,0.01,79.56,2.6,2.86
1996,12,16,29.04,21.51,0.09,82.12,2.11,2.96
1996,12,17,27.34,22.69,1.18,85.5,2.41,2.52
1996,12,18,28.55,22.8,0.21,86.69,3.23,3.7
1996,12,19,27.3,22.48,4.45,89.31,3.98,2.73
1996,12,20,27.06,22.6,4.15,89.0,5.05,3.38
1996,12,21,27.04,22.42,0.51,88.44,5.26,3.77
1996,12,22,27.48,21.61,1.55,88.19,4.7,2.89
1996,12,23,29.09,21.4,0.11,86.31,3.42,1.99
1996,12,24,28.55,21.07,0.05,84.75,3.15,2.2
1996,12,25,28.46,21.3,0.0,82.06,2.53,3.77
1996,12,26,27.69,21.44,0.01,72.94,1.38,2.84
1996,12,27,27.13,21.07,0.0,72.62,1.16,1.34
1996,12,28,27.16,19.19,0.0,70.31,2.48,1.9
1996,12,29,27.97,19.98,0.03,77.88,3.34,1.27
1996,12,30,28.12,20.6,0.02,80.44,3.82,1.34
1996,12,31,27.37,21.15,0.0,77.06,4.13,2.31
1997,1,1,27.45,20.55,0.0,76.62,3.82,1.71
1997,1,2,27.29,17.96,0.0,77.12,3.86,2.09
1997,1,3,27.59,18.93,0.0,76.38,2.81,2.37
1997,1,4,28.01,20.23,0.0,78.44,3.18,1.41
1997,1,5,28.32,20.11,0.0,74.75,3.41,2.11
1997,1,6,28.39,18.87,0.01,76.06,3.58,2.47
1997,1,7,28.8,20.62,0.03,79.19,3.89,2.48
1997,1,8,29.0,20.35,0.0,78.88,3.76,3.25
1997,1,9,28.44,19.33,0.0,76.44,3.42,2.74
1997,1,10,27.69,18.21,0.02,75.38,3.39,2.88
1997,1,11,27.31,16.93,0.0,72.5,2.85,3.61
1997,1,12,27.68,18.32,0.0,72.12,2.2,2.2
1997,1,13,28.3,20.54,0.0,74.19,1.73,1.51
1997,1,14,28.47,21.58,0.0,74.5,1.75,3.3
1997,1,15,28.73,20.39,0.0,79.12,3.01,1.14
1997,1,16,29.35,20.41,0.0,81.06,2.89,1.78
1997,1,17,29.42,21.3,0.03,81.25,4.08,2.39
1997,1,18,29.4,21.57,0.1,78.69,4.5,2.45
1997,1,19,29.37,21.28,0.0,77.81,4.33,1.88
1997,1,20,28.97,21.55,0.0,77.5,4.54,1.77
1997,1,21,29.02,20.55,0.0,81.75,4.33,2.98
1997,1,22,29.25,20.4,0.0,80.38,3.97,1.99
1997,1,23,29.1,20.68,0.0,78.56,3.33,2.96
1997,1,24,30.75,21.43,0.0,76.38,1.79,3.21
1997,1,25,29.1,21.48,0.03,79.81,4.72,3.36
1997,1,26,29.87,20.34,0.0,74.12,4.66,2.43
1997,1,27,30.11,19.4,0.0,73.06,4.16,2.33
1997,1,28,29.58,19.31,0.13,72.38,3.69,2.78
1997,1,29,29.35,20.08,0.03,74.12,3.42,1.49
1997,1,30,30.44,20.71,0.0,74.25,3.34,3.23
1997,1,31,30.49,21.69,0.0,79.31,3.63,1.36
1997,2,1,31.03,22.39,0.0,80.88,4.25,3.53
1997,2,2,31.01,22.96,0.03,81.0,4.33,3.22
1997,2,3,30.53,23.34,0.01,83.44,3.27,2.48
1997,2,4,30.24,23.39,0.0,82.88,2.93,2.89
1997,2,5,31.18,23.67,0.42,82.31,5.24,3.86
1997,2,6,30.55,23.55,0.66,79.75,5.66,3.38
1997,2,7,31.82,21.94,2.86,76.19,3.54,1.71
1997,2,8,32.48,23.04,0.27,78.44,2.55,3.43
1997,2,9,31.71,23.65,0.0,78.44,2.35,3.34
1997,2,10,31.66,24.55,0.07,78.88,2.95,4.7
1997,2,11,30.92,24.28,1.96,81.25,4.92,5.28
1997,2,12,31.22,23.65,0.15,79.56,5.21,5.52
1997,2,13,31.82,23.98,1.53,78.94,4.66,5.98
1997,2,14,32.39,23.32,6.56,78.12,5.8,5.36
1997,2,15,31.97,23.58,4.06,77.62,5.17,2.41
1997,2,16,32.53,23.19,0.23,74.56,4.77,3.05
1997,2,17,32.68,22.27,0.03,70.44,4.17,2.91
1997,2,18,33.24,22.33,0.02,66.88,2.77,2.21
1997,2,19,32.44,21.23,0.05,64.06,3.84,2.26
1997,2,20,30.61,21.62,0.01,65.5,2.47,2.35
1997,2,21,31.18,22.49,0.41,67.62,3.55,4.2
1997,2,22,32.6,21.94,0.28,66.88,4.37,3.78
1997,2,23,32.61,21.99,0.1,64.62,5.88,4.79
1997,2,24,30.9,23.32,2.38,68.25,6.2,4.96
1997,2,25,32.48,22.94,0.05,65.56,5.67,2.49
1997,2,26,32.87,23.51,0.0,65.12,5.52,3.1
1997,2,27,33.16,22.49,0.0,64.0,5.02,4.16
1997,2,28,32.35,22.23,0.0,64.75,4.82,3.57
1997,3,1,32.62,22.23,0.0,67.0,4.27,4.02
1997,3,2,32.52,22.73,0.01,67.25,3.95,4.4
1997,3,3,32.85,21.47,0.0,63.56,4.23,4.94
1997,3,4,33.44,21.57,0.0,59.12,3.73,4.28
1997,3,5,33.37,21.59,0.0,63.19,4.11,4.56
1997,3,6,30.84,23.8,0.01,69.88,4.27,2.94
1997,3,7,34.01,24.05,0.04,65.75,5.8,3.48
1997,3,8,33.66,23.2,0.0,62.06,5.99,4.33
1997,3,9,33.51,22.78,0.0,63.81,5.34,3.67
1997,3,10,33.93,22.92,0.0,64.56,5.19,2.59
1997,3,11,33.8,23.3,0.0,70.0,4.95,3.37
1997,3,12,32.95,23.58,0.0,72.56,4.31,3.29
1997,3,13,33.84,23.65,0.0,70.19,3.75,3.99
1997,3,14,33.26,23.98,0.0,71.56,3.55,4.37
1997,3,15,34.11,24.15,0.0,67.94,3.7,4.38
1997,3,16,34.16,24.5,0.0,68.5,3.76,4.27
1997,3,17,33.37,24.85,0.01,69.62,4.73,3.9
1997,3,18,31.76,25.27,0.0,70.62,4.98,3.51
1997,3,19,33.23,24.73,0.38,69.5,3.87,2.65
1997,3,20,33.58,24.26,0.4,67.06,3.79,2.73
1997,3,21,33.65,24.4,0.0,70.06,3.99,3.91
1997,3,22,34.38,24.33,0.0,68.38,3.62,3.42
1997,3,23,34.92,24.29,0.0,66.5,3.71,4.09
1997,3,24,34.0,24.8,0.0,65.31,5.74,5.97
1997,3,25,33.4,25.15,0.01,63.31,8.12,3.65
1997,3,26,33.96,25.27,0.0,66.25,8.52,4.33
1997,3,27,34.11,25.12,0.02,66.5,7.91,4.16
1997,3,28,33.92,26.18,0.02,65.5,7.16,2.79
1997,3,29,33.83,25.76,0.0,65.5,6.12,3.1
1997,3,30,34.27,25.98,0.01,65.62,7.67,5.05
1997,3,31,34.23,25.49,0.01,66.75,7.13,5.31
1997,4,1,35.58,24.33,0.01,64.25,5.95,3.81
1997,4,2,31.19,25.95,0.05,73.19,4.7,2.34
1997,4,3,32.67,25.74,0.0,72.75,4.8,3.62
1997,4,4,32.79,25.33,0.08,71.88,4.48,3.59
1997,4,5,35.29,25.08,0.11,67.25,4.4,4.27
1997,4,6,33.6,25.94,0.46,69.94,4.74,3.88
1997,4,7,33.47,26.24,0.96,68.06,4.55,2.52
1997,4,8,32.1,25.26,3.32,70.75,2.91,4.0
1997,4,9,32.11,25.58,4.51,73.44,2.67,2.88
1997,4,10,30.47,25.6,0.89,76.31,2.55,1.51
1997,4,11,31.58,25.74,0.99,72.69,2.82,2.32
1997,4,12,30.8,25.6,8.47,77.06,3.9,2.31
1997,4,13,29.2,25.22,3.53,81.94,2.96,1.72
1997,4,14,31.58,24.87,2.78,77.56,3.2,2.16
1997,4,15,32.15,25.33,2.47,74.62,3.16,3.49
1997,4,16,32.51,25.8,0.74,72.75,2.74,3.12
1997,4,17,34.86,25.58,1.47,67.62,3.17,3.71
1997,4,18,35.32,25.85,0.84,65.81,2.99,3.99
1997,4,19,34.93,25.51,0.1,68.38,3.63,4.11
1997,4,20,33.24,26.05,0.01,67.31,3.48,2.84
1997,4,21,36.55,25.59,0.1,63.0,3.19,5.66
1997,4,22,35.14,27.0,0.45,65.62,5.16,5.12
1997,4,23,32.81,27.55,0.93,69.12,5.44,3.5
1997,4,24,36.22,27.06,1.09,63.94,5.6,3.53
1997,4,25,32.16,26.55,3.57,71.88,5.03,3.66
1997,4,26,33.61,25.5,11.52,65.31,4.28,2.23
1997,4,27,31.98,25.96,23.88,76.69,3.48,2.61
1997,4,28,34.07,26.19,1.18,72.0,4.97,2.88
1997,4,29,32.03,26.87,3.31,77.25,4.91,3.05
1997,4,30,33.5,26.67,2.94,74.69,4.67,2.73
1997,5,1,34.56,26.44,0.09,69.0,4.61,3.33
1997,5,2,34.7,26.22,2.08,67.88,3.3,2.51
1997,5,3,32.63,26.5,1.23,71.06,3.18,2.62
1997,5,4,32.89,24.73,4.07,69.19,2.88,3.4
1997,5,5,31.97,26.32,1.28,70.69,3.13,2.2
1997,5,6,35.48,25.83,0.5,65.62,3.84,3.01
1997,5,7,34.48,26.61,0.05,71.19,3.71,3.59
1997,5,8,35.85,26.94,0.1,65.94,3.63,3.61
1997,5,9,31.83,26.89,17.54,78.88,3.09,3.27
1997,5,10,33.55,26.5,1.89,73.56,3.51,2.5
1997,5,11,34.36,26.59,0.19,72.25,3.56,2.16
1997,5,12,33.84,27.15,0.21,72.06,2.41,3.43
1997,5,13,33.07,26.9,11.36,77.06,4.05,3.13
1997,5,14,31.23,27.13,1.36,78.0,3.67,2.98
1997,5,15,35.3,26.49,0.2,67.44,3.27,3.36
1997,5,16,30.95,27.08,40.51,81.69,2.77,2.62
1997,5,17,29.72,26.08,8.25,85.62,2.98,2.6
1997,5,18,30.74,25.19,2.12,82.94,2.66,3.62
1997,5,19,30.96,25.03,2.18,80.12,4.43,3.54
1997,5,20,29.94,24.94,2.4,81.44,4.23,2.65
1997,5,21,32.98,24.83,5.0,78.31,5.97,5.21
1997,5,22,30.63,25.55,5.31,85.94,5.2,3.38
1997,5,23,30.62,25.55,18.28,84.75,5.32,4.38
1997,5,24,29.47,25.12,7.53,86.88,4.61,4.54
1997,5,25,30.74,25.23,5.41,84.81,5.21,4.19
1997,5,26,30.8,25.03,6.13,83.56,4.59,3.62
1997,5,27,32.11,25.41,1.81,80.38,5.36,3.68
1997,5,28,31.01,25.79,14.73,84.69,5.63,3.87
1997,5,29,29.48,26.05,17.7,88.5,5.91,2.89
1997,5,30,29.67,25.71,11.86,88.62,5.17,4.12
1997,5,31,30.27,25.26,1.61,85.56,4.9,4.35
1997,6,1,29.94,26.01,3.09,86.0,5.06,2.88
1997,6,2,30.47,25.59,10.68,87.38,4.66,2.98
1997,6,3,29.65,25.76,18.67,88.69,5.12,3.58
1997,6,4,30.34,25.25,6.32,85.25,4.87,3.74
1997,6,5,30.04,25.44,7.63,88.31,4.18,1.62
1997,6,6,30.06,25.78,13.21,87.62,3.66,2.38
1997,6,7,29.11,25.24,48.73,90.0,2.92,1.38
1997,6,8,29.96,25.35,5.45,85.69,2.16,2.58
1997,6,9,30.35,25.23,0.28,83.81,2.38,0.77
1997,6,10,31.54,24.61,2.22,83.31,3.02,1.84
1997,6,11,30.52,24.86,1.07,83.69,2.45,0.64
1997,6,12,30.96,24.62,3.55,83.19,2.31,1.51
1997,6,13,32.08,25.4,0.01,77.19,1.56,2.04
1997,6,14,30.67,25.62,0.08,82.5,2.81,1.31
1997,6,15,31.5,25.64,0.0,80.31,2.87,1.27
1997,6,16,31.77,25.04,1.01,78.69,2.47,2.62
1997,6,17,30.94,25.31,24.93,82.25,2.7,1.36
1997,6,18,32.09,25.24,0.54,80.81,3.2,2.29
1997,6,19,32.05,25.54,0.15,81.75,3.76,1.47
1997,6,20,30.07,25.73,2.82,86.88,3.79,2.27
1997,6,21,28.84,25.44,21.75,89.88,3.8,2.44
1997,6,22,30.42,24.6,4.27,85.81,3.98,2.66
1997,6,23,30.55,24.94,15.72,87.06,3.85,1.72
1997,6,24,29.87,25.37,23.9,90.12,4.15,3.09
1997,6,25,29.26,25.3,4.07,88.75,4.78,3.79
1997,6,26,28.19,25.19,14.8,90.25,5.04,3.43
1997,6,27,29.92,24.82,34.08,86.94,4.95,3.19
1997,6,28,28.7,25.29,72.04,90.5,5.19,2.28
1997,6,29,29.1,24.71,10.55,89.0,4.55,2.3
1997,6,30,30.39,25.01,2.24,86.88,4.12,3.25
1997,7,1,30.45,24.4,2.16,86.88,2.79,1.38
1997,7,2,29.98,25.24,3.71,87.06,2.5,2.12
1997,7,3,28.45,24.75,27.48,89.12,3.05,1.53
1997,7,4,29.55,24.32,33.62,90.38,2.95,1.34
1997,7,5,28.39,25.21,29.1,91.81,3.59,2.46
1997,7,6,27.8,24.79,36.84,92.12,3.51,1.61
1997,7,7,28.89,24.74,12.51,90.69,4.34,2.39
1997,7,8,29.08,24.79,8.78,90.25,4.16,2.71
1997,7,9,28.9,24.73,14.8,90.12,5.05,3.11
1997,7,10,27.74,24.83,16.1,91.0,5.98,2.77
1997,7,11,28.26,24.87,5.58,91.06,5.92,3.64
1997,7,12,29.62,24.4,4.44,89.44,5.54,3.91
1997,7,13,29.22,24.98,3.84,89.94,5.91,3.6
1997,7,14,28.65,25.41,18.99,91.31,5.56,2.77
1997,7,15,28.4,24.59,9.79,90.44,4.42,3.31
1997,7,16,27.8,25.26,5.34,91.38,4.62,4.62
1997,7,17,29.2,24.95,5.07,90.62,3.38,2.45
1997,7,18,29.65,24.46,0.27,88.75,2.91,2.35
1997,7,19,29.44,24.89,2.78,89.62,3.1,2.2
1997,7,20,29.62,24.95,8.17,89.38,3.35,2.31
1997,7,21,28.1,25.05,35.82,92.75,4.23,2.92
1997,7,22,28.35,24.54,7.75,91.31,3.86,2.91
1997,7,23,27.77,24.52,18.84,92.19,4.58,2.88
1997,7,24,29.42,24.23,4.97,89.38,4.26,2.63
1997,7,25,28.41,24.55,9.29,91.5,4.15,3.52
1997,7,26,28.98,24.7,6.64,91.0,4.73,2.01
1997,7,27,28.98,24.92,7.94,91.25,5.32,2.74
1997,7,28,27.44,24.14,7.27,92.69,5.62,2.29
1997,7,29,27.99,24.19,15.1,92.19,4.38,4.05
1997,7,30,28.82,24.49,9.04,91.62,4.16,3.47
1997,7,31,27.01,25.03,26.58,92.81,5.63,2.78
1997,8,1,27.67,24.87,19.39,92.62,6.09,3.38
1997,8,2,28.22,25.15,13.02,91.06,6.09,3.56
1997,8,3,29.04,25.62,5.12,90.94,5.36,2.66
1997,8,4,29.11,25.44,10.57,91.06,4.64,4.08
1997,8,5,28.16,24.72,10.07,91.81,4.35,3.41
1997,8,6,28.85,24.62,4.59,90.75,5.63,3.5
1997,8,7,27.73,24.54,2.3,91.31,5.68,3.3
1997,8,8,29.26,23.68,6.01,89.25,4.3,3.6
1997,8,9,29.44,24.12,0.04,90.0,3.47,2.02
1997,8,10,29.99,24.39,0.07,88.62,3.38,1.69
1997,8,11,30.26,24.37,0.07,87.94,3.76,1.97
1997,8,12,29.76,24.83,0.35,88.38,4.27,2.0
1997,8,13,29.94,24.73,7.05,88.88,4.02,2.15
1997,8,14,29.54,25.15,2.94,88.56,4.7,3.71
1997,8,15,30.33,24.26,1.96,88.19,3.99,2.59
1997,8,16,30.11,25.15,4.21,89.06,4.97,3.44
1997,8,17,29.1,25.44,8.66,91.0,5.22,3.28
1997,8,18,29.31,25.55,6.16,89.81,5.66,3.23
1997,8,19,29.49,24.87,5.82,89.25,5.68,3.95
1997,8,20,30.12,24.97,8.44,88.56,5.97,4.55
1997,8,21,28.45,25.06,14.62,91.44,6.52,3.92
1997,8,22,28.22,24.97,4.43,90.75,6.62,4.1
1997,8,23,28.62,25.12,7.84,89.56,6.41,2.9
1997,8,24,28.76,25.27,19.91,90.12,7.27,2.91
1997,8,25,28.79,25.1,16.27,89.25,6.4,3.91
